Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),96
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,96
Total Mortgage Interest,103847.55
Extraction Timestamp,20250727_184834
Monthly Income,"12,000.00"
Total Investment Amount,"18,036.37"
Total Investment Final Value,"20,063.17"
Total Investment Profit After Tax,905.12
Effective Annual Return After Tax,1.15%
Weighted Monthly Payment (30 years),"7,642.85"
Weighted Cost (should be ~0),0.34
Weighted Investment Profit,"145,352.32"
Weighted Calculation Converged,Yes
