Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),216
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,379843.39
Extraction Timestamp,20250727_195541
Monthly Income,"12,000.00"
Total Investment Amount,"746,210.21"
Total Investment Final Value,"1,595,919.54"
Total Investment Profit After Tax,"436,076.88"
Effective Annual Return After Tax,3.76%
Weighted Monthly Payment (30 years),"8,729.01"
Weighted Cost (should be ~0),0.01
Weighted Investment Profit,"845,789.80"
Weighted Calculation Converged,Yes
