Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.25
Loan Term (months),144
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,362592.55
Extraction Timestamp,20250727_175945
Monthly Income,"12,000.00"
Total Investment Amount,"144,986.45"
Total Investment Final Value,"211,012.18"
Total Investment Profit After Tax,"31,711.59"
Effective Annual Return After Tax,2.74%
Weighted Monthly Payment (30 years),"9,376.39"
Weighted Cost (should be ~0),-0.45
Weighted Investment Profit,"583,013.09"
Weighted Calculation Converged,Yes
