Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),192
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,322031.25
Extraction Timestamp,20250727_193651
Monthly Income,"12,000.00"
Total Investment Amount,"879,021.70"
Total Investment Final Value,"1,557,634.18"
Total Investment Profit After Tax,"338,783.05"
Effective Annual Return After Tax,3.15%
Weighted Monthly Payment (30 years),"7,288.54"
Weighted Cost (should be ~0),0.11
Weighted Investment Profit,"424,978.41"
Weighted Calculation Converged,Yes
