Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),336
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,851860.28
Extraction Timestamp,20250727_234410
Monthly Income,"12,000.00"
Total Investment Amount,"1,480,647.91"
Total Investment Final Value,"4,876,364.39"
Total Investment Profit After Tax,"1,883,451.69"
Effective Annual Return After Tax,3.84%
Weighted Monthly Payment (30 years),"9,551.07"
Weighted Cost (should be ~0),-0.14
Weighted Investment Profit,"1,551,351.95"
Weighted Calculation Converged,Yes
