Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),168
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,191990.96
Extraction Timestamp,20250727_195055
Monthly Income,"12,000.00"
Total Investment Amount,"685,982.58"
Total Investment Final Value,"1,158,288.53"
Total Investment Profit After Tax,"232,625.72"
Effective Annual Return After Tax,3.30%
Weighted Monthly Payment (30 years),"7,063.40"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"330,017.49"
Weighted Calculation Converged,Yes
