Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),168
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,416218.01
Extraction Timestamp,20250727_195632
Monthly Income,"12,000.00"
Total Investment Amount,"486,409.70"
Total Investment Final Value,"754,930.17"
Total Investment Profit After Tax,"130,801.18"
Effective Annual Return After Tax,2.75%
Weighted Monthly Payment (30 years),"8,551.71"
Weighted Cost (should be ~0),0.93
Weighted Investment Profit,"529,591.23"
Weighted Calculation Converged,Yes
