Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),192
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,212320.70
Extraction Timestamp,20250727_185426
Monthly Income,"12,000.00"
Total Investment Amount,"1,006,821.74"
Total Investment Final Value,"1,820,316.95"
Total Investment Profit After Tax,"407,038.91"
Effective Annual Return After Tax,3.27%
Weighted Monthly Payment (30 years),"6,445.81"
Weighted Cost (should be ~0),0.44
Weighted Investment Profit,"297,178.70"
Weighted Calculation Converged,Yes
