Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.5
Loan Term (months),144
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,פריים
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,211458.33
Extraction Timestamp,20250727_164129
Monthly Income,"12,000.00"
Total Investment Amount,"516,541.67"
Total Investment Final Value,"765,226.46"
Total Investment Profit After Tax,"119,500.79"
Effective Annual Return After Tax,2.87%
Weighted Monthly Payment (30 years),"7,010.98"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"211,458.62"
Weighted Calculation Converged,Yes
