Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),156
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,389036.77
Extraction Timestamp,20250727_193610
Monthly Income,"12,000.00"
Total Investment Amount,"188,228.61"
Total Investment Final Value,"307,676.63"
Total Investment Profit After Tax,"58,464.15"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"9,599.01"
Weighted Cost (should be ~0),0.61
Weighted Investment Profit,"683,772.00"
Weighted Calculation Converged,Yes
