Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),324
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,324
Total Mortgage Interest,692975.96
Extraction Timestamp,20250727_163238
Monthly Income,"12,000.00"
Total Investment Amount,"1,605,257.26"
Total Investment Final Value,"4,956,858.04"
Total Investment Profit After Tax,"1,842,203.19"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"8,674.16"
Weighted Cost (should be ~0),0.77
Weighted Investment Profit,"1,282,743.50"
Weighted Calculation Converged,Yes
