Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),132
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,132
Total Mortgage Interest,246647.40
Extraction Timestamp,20250727_225840
Monthly Income,"12,000.00"
Total Investment Amount,"165,101.35"
Total Investment Final Value,"241,893.52"
Total Investment Profit After Tax,"36,748.90"
Effective Annual Return After Tax,3.05%
Weighted Monthly Payment (30 years),"8,584.73"
Weighted Cost (should be ~0),0.47
Weighted Investment Profit,"418,899.12"
Weighted Calculation Converged,Yes
