Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),120
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,327215.24
Extraction Timestamp,20250729_025229
Monthly Income,"12,000.00"
Total Investment Amount,"31,431.61"
Total Investment Final Value,"57,120.24"
Total Investment Profit After Tax,"12,501.05"
Effective Annual Return After Tax,5.35%
Weighted Monthly Payment (30 years),"9,070.68"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"457,861.72"
Weighted Calculation Converged,Yes
