Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.0
Loan Term (months),252
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,495394.77
Extraction Timestamp,20250727_200033
Monthly Income,"12,000.00"
Total Investment Amount,"1,256,636.72"
Total Investment Final Value,"2,802,053.21"
Total Investment Profit After Tax,"806,459.03"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"7,926.87"
Weighted Cost (should be ~0),-0.44
Weighted Investment Profit,"767,362.84"
Weighted Calculation Converged,Yes
