Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),108
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,108
Total Mortgage Interest,214063.89
Extraction Timestamp,20250727_161859
Monthly Income,"12,000.00"
Total Investment Amount,"37,926.57"
Total Investment Final Value,"42,524.57"
Total Investment Profit After Tax,"2,058.37"
Effective Annual Return After Tax,1.10%
Weighted Monthly Payment (30 years),"8,409.45"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"285,329.20"
Weighted Calculation Converged,Yes
