Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.5
Loan Term (months),180
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,498853.30
Extraction Timestamp,20250727_170457
Monthly Income,"12,000.00"
Total Investment Amount,"344,617.81"
Total Investment Final Value,"593,194.90"
Total Investment Profit After Tax,"123,391.10"
Effective Annual Return After Tax,3.19%
Weighted Monthly Payment (30 years),"9,756.93"
Weighted Cost (should be ~0),-0.55
Weighted Investment Profit,"815,381.64"
Weighted Calculation Converged,Yes
