Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),240
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,430067.15
Extraction Timestamp,20250727_182310
Monthly Income,"12,000.00"
Total Investment Amount,"1,342,505.59"
Total Investment Final Value,"2,790,599.35"
Total Investment Profit After Tax,"747,099.52"
Effective Annual Return After Tax,3.24%
Weighted Monthly Payment (30 years),"7,119.58"
Weighted Cost (should be ~0),0.29
Weighted Investment Profit,"537,494.70"
Weighted Calculation Converged,Yes
