Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),360
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,908694.76
Extraction Timestamp,20250728_101913
Monthly Income,"12,000.00"
Total Investment Amount,"2,084,665.08"
Total Investment Final Value,"6,710,408.26"
Total Investment Profit After Tax,"2,578,419.91"
Effective Annual Return After Tax,3.50%
Weighted Monthly Payment (30 years),"8,509.05"
Weighted Cost (should be ~0),0.58
Weighted Investment Profit,"1,235,335.50"
Weighted Calculation Converged,Yes
