Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.25
Loan Term (months),300
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,752117.22
Extraction Timestamp,20250727_150846
Monthly Income,"12,000.00"
Total Investment Amount,"1,177,524.30"
Total Investment Final Value,"3,422,582.40"
Total Investment Profit After Tax,"1,218,841.47"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"9,732.87"
Weighted Cost (should be ~0),0.09
Weighted Investment Profit,"1,422,475.79"
Weighted Calculation Converged,Yes
