Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,300
Total Mortgage Interest,498835.31
Extraction Timestamp,20250729_012825
Monthly Income,"12,000.00"
Total Investment Amount,"1,802,311.78"
Total Investment Final Value,"5,194,319.83"
Total Investment Profit After Tax,"1,838,175.46"
Effective Annual Return After Tax,3.80%
Weighted Monthly Payment (30 years),"6,628.84"
Weighted Cost (should be ~0),-0.95
Weighted Investment Profit,"797,687.27"
Weighted Calculation Converged,Yes
