Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),168
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,271768.97
Extraction Timestamp,20250727_191350
Monthly Income,"12,000.00"
Total Investment Amount,"452,407.90"
Total Investment Final Value,"794,475.33"
Total Investment Profit After Tax,"169,212.53"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"8,401.92"
Weighted Cost (should be ~0),-0.99
Weighted Investment Profit,"563,591.12"
Weighted Calculation Converged,Yes
