Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),360
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,687752.20
Extraction Timestamp,20250727_163506
Monthly Income,"12,000.00"
Total Investment Amount,"2,142,017.55"
Total Investment Final Value,"7,373,749.59"
Total Investment Profit After Tax,"2,931,663.02"
Effective Annual Return After Tax,3.71%
Weighted Monthly Payment (30 years),"7,735.49"
Weighted Cost (should be ~0),-0.12
Weighted Investment Profit,"1,177,982.34"
Weighted Calculation Converged,Yes
