Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),3.0
Loan Term (months),120
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,120
Total Mortgage Interest,177874.50
Extraction Timestamp,20250729_020646
Monthly Income,"12,000.00"
Total Investment Amount,"97,928.70"
Total Investment Final Value,"169,221.55"
Total Investment Profit After Tax,"34,461.94"
Effective Annual Return After Tax,4.88%
Weighted Monthly Payment (30 years),"8,370.75"
Weighted Cost (should be ~0),0.39
Weighted Investment Profit,"367,103.07"
Weighted Calculation Converged,Yes
