Parameter,Value
Loan Type,קבועה לא צמודה
Interest Rate (%),3.5
Loan Term (months),120
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,קבועה לא צמודה
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,176458.33
Extraction Timestamp,20250727_172640
Monthly Income,"12,000.00"
Total Investment Amount,"263,541.67"
Total Investment Final Value,"353,047.80"
Total Investment Profit After Tax,"42,050.61"
Effective Annual Return After Tax,2.55%
Weighted Monthly Payment (30 years),"7,314.11"
Weighted Cost (should be ~0),0.44
Weighted Investment Profit,"176,458.78"
Weighted Calculation Converged,Yes
