Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),240
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,שפיצר
Total Monthly Payments,240
Total Mortgage Interest,321579.04
Extraction Timestamp,20250729_022839
Monthly Income,"12,000.00"
Total Investment Amount,"1,017,024.11"
Total Investment Final Value,"2,558,993.98"
Total Investment Profit After Tax,"808,169.88"
Effective Annual Return After Tax,4.14%
Weighted Monthly Payment (30 years),"7,848.52"
Weighted Cost (should be ~0),-0.10
Weighted Investment Profit,"862,975.79"
Weighted Calculation Converged,Yes
