Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),144
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,237994.19
Extraction Timestamp,20250727_193353
Monthly Income,"12,000.00"
Total Investment Amount,"413,923.76"
Total Investment Final Value,"617,908.37"
Total Investment Profit After Tax,"98,157.32"
Effective Annual Return After Tax,2.93%
Weighted Monthly Payment (30 years),"7,640.49"
Weighted Cost (should be ~0),-0.37
Weighted Investment Profit,"314,075.87"
Weighted Calculation Converged,Yes
