Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),228
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,233245.08
Extraction Timestamp,20250727_181449
Monthly Income,"12,000.00"
Total Investment Amount,"1,153,759.78"
Total Investment Final Value,"2,502,157.99"
Total Investment Profit After Tax,"695,820.55"
Effective Annual Return After Tax,3.63%
Weighted Monthly Payment (30 years),"7,050.51"
Weighted Cost (should be ~0),-0.82
Weighted Investment Profit,"582,239.40"
Weighted Calculation Converged,Yes
