Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),360
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,483713.16
Extraction Timestamp,20250727_184502
Monthly Income,"12,000.00"
Total Investment Amount,"2,572,772.70"
Total Investment Final Value,"8,642,020.82"
Total Investment Profit After Tax,"3,393,189.58"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"6,118.13"
Weighted Cost (should be ~0),0.97
Weighted Investment Profit,"747,228.28"
Weighted Calculation Converged,Yes
