Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.25
Loan Term (months),228
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,384380.38
Extraction Timestamp,20250727_185740
Monthly Income,"12,000.00"
Total Investment Amount,"974,159.35"
Total Investment Final Value,"2,091,172.61"
Total Investment Profit After Tax,"576,057.96"
Effective Annual Return After Tax,3.58%
Weighted Monthly Payment (30 years),"8,112.60"
Weighted Cost (should be ~0),0.62
Weighted Investment Profit,"761,841.26"
Weighted Calculation Converged,Yes
