Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),276
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,862693.04
Extraction Timestamp,20250727_233947
Monthly Income,"12,000.00"
Total Investment Amount,"970,476.41"
Total Investment Final Value,"2,362,285.58"
Total Investment Profit After Tax,"739,031.26"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"10,331.48"
Weighted Cost (should be ~0),-0.19
Weighted Investment Profit,"1,341,523.41"
Weighted Calculation Converged,Yes
