Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.75
Loan Term (months),252
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,464432.59
Extraction Timestamp,20250727_150656
Monthly Income,"12,000.00"
Total Investment Amount,"1,287,598.89"
Total Investment Final Value,"2,886,202.77"
Total Investment Profit After Tax,"834,605.41"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"7,735.66"
Weighted Cost (should be ~0),-0.93
Weighted Investment Profit,"736,400.18"
Weighted Calculation Converged,Yes
