Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.75
Loan Term (months),300
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,843426.51
Extraction Timestamp,20250727_192451
Monthly Income,"12,000.00"
Total Investment Amount,"1,492,939.77"
Total Investment Final Value,"3,746,187.70"
Total Investment Profit After Tax,"1,207,215.30"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"9,069.76"
Weighted Cost (should be ~0),0.99
Weighted Investment Profit,"1,107,061.22"
Weighted Calculation Converged,Yes
