Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),6.0
Loan Term (months),288
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,977061.50
Extraction Timestamp,20250727_231250
Monthly Income,"12,000.00"
Total Investment Amount,"910,643.49"
Total Investment Final Value,"2,359,110.85"
Total Investment Profit After Tax,"776,896.05"
Effective Annual Return After Tax,3.54%
Weighted Monthly Payment (30 years),"10,975.79"
Weighted Cost (should be ~0),0.07
Weighted Investment Profit,"1,545,356.59"
Weighted Calculation Converged,Yes
