Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),5.0
Loan Term (months),240
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,620455.28
Extraction Timestamp,20250727_184319
Monthly Income,"12,000.00"
Total Investment Amount,"888,199.92"
Total Investment Final Value,"1,904,659.79"
Total Investment Profit After Tax,"526,639.88"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"9,316.50"
Weighted Cost (should be ~0),0.04
Weighted Investment Profit,"991,800.13"
Weighted Calculation Converged,Yes
