Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),288
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,615767.17
Extraction Timestamp,20250727_190433
Monthly Income,"12,000.00"
Total Investment Amount,"1,522,066.07"
Total Investment Final Value,"3,854,856.80"
Total Investment Profit After Tax,"1,246,427.13"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"8,138.88"
Weighted Cost (should be ~0),0.52
Weighted Investment Profit,"933,934.46"
Weighted Calculation Converged,Yes
