Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.75
Loan Term (months),348
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,966122.61
Extraction Timestamp,20250728_084034
Monthly Income,"12,000.00"
Total Investment Amount,"1,560,746.86"
Total Investment Final Value,"5,219,813.18"
Total Investment Profit After Tax,"2,040,132.35"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"9,765.92"
Weighted Cost (should be ~0),-0.23
Weighted Investment Profit,"1,615,252.91"
Weighted Calculation Converged,Yes
