Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.5
Loan Term (months),360
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,766439.44
Extraction Timestamp,20250727_161526
Monthly Income,"12,000.00"
Total Investment Amount,"2,349,380.88"
Total Investment Final Value,"7,520,886.87"
Total Investment Profit After Tax,"2,879,990.97"
Effective Annual Return After Tax,3.48%
Weighted Monthly Payment (30 years),"7,479.71"
Weighted Cost (should be ~0),0.49
Weighted Investment Profit,"970,619.61"
Weighted Calculation Converged,Yes
