Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),300
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,386760.64
Extraction Timestamp,20250727_180354
Monthly Income,"12,000.00"
Total Investment Amount,"1,613,361.35"
Total Investment Final Value,"4,700,935.29"
Total Investment Profit After Tax,"1,674,991.21"
Effective Annual Return After Tax,3.84%
Weighted Monthly Payment (30 years),"7,499.04"
Weighted Cost (should be ~0),0.93
Weighted Investment Profit,"986,639.58"
Weighted Calculation Converged,Yes
