Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.5
Loan Term (months),276
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,276
Total Mortgage Interest,402473.30
Extraction Timestamp,20250727_173320
Monthly Income,"12,000.00"
Total Investment Amount,"1,267,708.81"
Total Investment Final Value,"3,453,383.27"
Total Investment Profit After Tax,"1,169,598.91"
Effective Annual Return After Tax,3.91%
Weighted Monthly Payment (30 years),"8,207.07"
Weighted Cost (should be ~0),0.22
Weighted Investment Profit,"1,044,291.41"
Weighted Calculation Converged,Yes
