Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),6.0
Loan Term (months),360
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,1114743.12
Extraction Timestamp,20250727_185128
Monthly Income,"12,000.00"
Total Investment Amount,"1,834,294.11"
Total Investment Final Value,"5,766,241.78"
Total Investment Profit After Tax,"2,188,212.73"
Effective Annual Return After Tax,3.42%
Weighted Monthly Payment (30 years),"9,682.97"
Weighted Cost (should be ~0),0.85
Weighted Investment Profit,"1,485,706.74"
Weighted Calculation Converged,Yes
