Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.0
Loan Term (months),360
Inflation Rate (%),3.8
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,360
Total Mortgage Interest,915038.48
Extraction Timestamp,20250727_161600
Monthly Income,"12,000.00"
Total Investment Amount,"1,538,419.02"
Total Investment Final Value,"5,821,318.84"
Total Investment Profit After Tax,"2,416,994.55"
Effective Annual Return After Tax,4.02%
Weighted Monthly Payment (30 years),"9,747.63"
Weighted Cost (should be ~0),0.66
Weighted Investment Profit,"1,781,581.64"
Weighted Calculation Converged,Yes
