Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.75
Loan Term (months),288
Inflation Rate (%),2.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,533913.90
Extraction Timestamp,20250727_230501
Monthly Income,"12,000.00"
Total Investment Amount,"1,637,805.82"
Total Investment Final Value,"4,166,503.68"
Total Investment Profit After Tax,"1,351,428.07"
Effective Annual Return After Tax,3.47%
Weighted Monthly Payment (30 years),"7,553.47"
Weighted Cost (should be ~0),0.08
Weighted Investment Profit,"818,194.26"
Weighted Calculation Converged,Yes
