Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),312
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,617089.79
Extraction Timestamp,20250727_173910
Monthly Income,"12,000.00"
Total Investment Amount,"1,952,847.15"
Total Investment Final Value,"5,255,200.20"
Total Investment Profit After Tax,"1,786,482.07"
Effective Annual Return After Tax,3.40%
Weighted Monthly Payment (30 years),"7,305.83"
Weighted Cost (should be ~0),-0.31
Weighted Investment Profit,"791,152.54"
Weighted Calculation Converged,Yes
