Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.5
Loan Term (months),144
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,234593.96
Extraction Timestamp,20250727_162247
Monthly Income,"12,000.00"
Total Investment Amount,"326,187.30"
Total Investment Final Value,"504,772.39"
Total Investment Profit After Tax,"86,366.73"
Effective Annual Return After Tax,3.20%
Weighted Monthly Payment (30 years),"8,125.74"
Weighted Cost (should be ~0),0.85
Weighted Investment Profit,"401,813.55"
Weighted Calculation Converged,Yes
