Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.25
Loan Term (months),168
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,168
Total Mortgage Interest,313908.67
Extraction Timestamp,20250727_164143
Monthly Income,"12,000.00"
Total Investment Amount,"628,291.96"
Total Investment Final Value,"1,008,235.01"
Total Investment Profit After Tax,"185,945.45"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"7,616.01"
Weighted Cost (should be ~0),-0.20
Weighted Investment Profit,"387,707.84"
Weighted Calculation Converged,Yes
