Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.25
Loan Term (months),156
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,156
Total Mortgage Interest,397094.46
Extraction Timestamp,20250727_175953
Monthly Income,"12,000.00"
Total Investment Amount,"233,510.74"
Total Investment Final Value,"362,528.22"
Total Investment Profit After Tax,"62,731.06"
Effective Annual Return After Tax,2.97%
Weighted Monthly Payment (30 years),"9,379.93"
Weighted Cost (should be ~0),-0.76
Weighted Investment Profit,"638,488.51"
Weighted Calculation Converged,Yes
