Parameter,Value
Loan Type,זכאות
Interest Rate (%),6.0
Loan Term (months),288
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,288
Total Mortgage Interest,950585.35
Extraction Timestamp,20250727_225753
Monthly Income,"12,000.00"
Total Investment Amount,"999,784.14"
Total Investment Final Value,"2,531,111.01"
Total Investment Profit After Tax,"819,374.12"
Effective Annual Return After Tax,3.45%
Weighted Monthly Payment (30 years),"10,640.46"
Weighted Cost (should be ~0),0.15
Weighted Investment Profit,"1,456,216.00"
Weighted Calculation Converged,Yes
