Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),348
Inflation Rate (%),2.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,637582.88
Extraction Timestamp,20250727_161546
Monthly Income,"12,000.00"
Total Investment Amount,"2,138,384.13"
Total Investment Final Value,"6,923,512.10"
Total Investment Profit After Tax,"2,658,907.14"
Effective Annual Return After Tax,3.64%
Weighted Monthly Payment (30 years),"7,453.10"
Weighted Cost (should be ~0),0.08
Weighted Investment Profit,"1,037,615.96"
Weighted Calculation Converged,Yes
