Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.5
Loan Term (months),300
Inflation Rate (%),3.5
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,300
Total Mortgage Interest,429734.04
Extraction Timestamp,20250727_162951
Monthly Income,"12,000.00"
Total Investment Amount,"1,570,387.95"
Total Investment Final Value,"4,563,377.89"
Total Investment Profit After Tax,"1,623,490.49"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"7,736.41"
Weighted Cost (should be ~0),-0.84
Weighted Investment Profit,"1,029,611.21"
Weighted Calculation Converged,Yes
