Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.5
Loan Term (months),192
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,192
Total Mortgage Interest,480283.01
Extraction Timestamp,20250727_195804
Monthly Income,"12,000.00"
Total Investment Amount,"692,894.24"
Total Investment Final Value,"1,177,869.49"
Total Investment Profit After Tax,"240,868.06"
Effective Annual Return After Tax,2.92%
Weighted Monthly Payment (30 years),"8,512.10"
Weighted Cost (should be ~0),-0.36
Weighted Investment Profit,"611,105.40"
Weighted Calculation Converged,Yes
