Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),264
Inflation Rate (%),3.0
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,264
Total Mortgage Interest,697528.46
Extraction Timestamp,20250727_184501
Monthly Income,"12,000.00"
Total Investment Amount,"1,052,998.14"
Total Investment Final Value,"2,472,489.49"
Total Investment Profit After Tax,"747,829.59"
Effective Annual Return After Tax,3.46%
Weighted Monthly Payment (30 years),"9,425.84"
Weighted Cost (should be ~0),0.25
Weighted Investment Profit,"1,115,002.11"
Weighted Calculation Converged,Yes
