Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),5.5
Loan Term (months),216
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,216
Total Mortgage Interest,535456.71
Extraction Timestamp,20250727_193915
Monthly Income,"12,000.00"
Total Investment Amount,"939,833.08"
Total Investment Final Value,"1,733,930.81"
Total Investment Profit After Tax,"401,220.12"
Effective Annual Return After Tax,3.00%
Weighted Monthly Payment (30 years),"8,307.31"
Weighted Cost (should be ~0),-0.77
Weighted Investment Profit,"652,166.14"
Weighted Calculation Converged,Yes
