Parameter,Value
Loan Type,זכאות
Interest Rate (%),3.25
Loan Term (months),144
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,144
Total Mortgage Interest,220641.56
Extraction Timestamp,20250727_181506
Monthly Income,"12,000.00"
Total Investment Amount,"317,709.76"
Total Investment Final Value,"500,064.38"
Total Investment Profit After Tax,"88,362.72"
Effective Annual Return After Tax,3.33%
Weighted Monthly Payment (30 years),"8,146.90"
Weighted Cost (should be ~0),-0.09
Weighted Investment Profit,"410,290.15"
Weighted Calculation Converged,Yes
