Parameter,Value
Loan Type,זכאות
Interest Rate (%),4.25
Loan Term (months),252
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,538554.24
Extraction Timestamp,20250727_192138
Monthly Income,"12,000.00"
Total Investment Amount,"1,169,307.77"
Total Investment Final Value,"2,618,198.85"
Total Investment Profit After Tax,"756,513.34"
Effective Annual Return After Tax,3.41%
Weighted Monthly Payment (30 years),"8,354.74"
Weighted Cost (should be ~0),-0.05
Weighted Investment Profit,"854,692.19"
Weighted Calculation Converged,Yes
