Parameter,Value
Loan Type,זכאות
Interest Rate (%),5.0
Loan Term (months),312
Inflation Rate (%),1.8
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,767602.32
Extraction Timestamp,20250728_101715
Monthly Income,"12,000.00"
Total Investment Amount,"1,700,474.73"
Total Investment Final Value,"4,562,133.74"
Total Investment Profit After Tax,"1,548,254.76"
Effective Annual Return After Tax,3.39%
Weighted Monthly Payment (30 years),"8,450.86"
Weighted Cost (should be ~0),-0.66
Weighted Investment Profit,"1,043,524.62"
Weighted Calculation Converged,Yes
