Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),336
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,336
Total Mortgage Interest,847471.75
Extraction Timestamp,20250727_163249
Monthly Income,"12,000.00"
Total Investment Amount,"1,339,872.03"
Total Investment Final Value,"4,661,673.21"
Total Investment Profit After Tax,"1,849,209.84"
Effective Annual Return After Tax,4.03%
Weighted Monthly Payment (30 years),"9,891.41"
Weighted Cost (should be ~0),-0.58
Weighted Investment Profit,"1,692,127.40"
Weighted Calculation Converged,Yes
