Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),4.75
Loan Term (months),180
Inflation Rate (%),1.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,377035.55
Extraction Timestamp,20250728_085846
Monthly Income,"12,000.00"
Total Investment Amount,"703,654.64"
Total Investment Final Value,"1,163,359.01"
Total Investment Profit After Tax,"226,658.47"
Effective Annual Return After Tax,2.95%
Weighted Monthly Payment (30 years),"7,828.56"
Weighted Cost (should be ~0),0.78
Weighted Investment Profit,"456,346.14"
Weighted Calculation Converged,Yes
