Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.75
Loan Term (months),240
Inflation Rate (%),4.0
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,240
Total Mortgage Interest,367880.86
Extraction Timestamp,20250727_160728
Monthly Income,"12,000.00"
Total Investment Amount,"978,797.43"
Total Investment Final Value,"2,306,171.67"
Total Investment Profit After Tax,"692,969.69"
Effective Annual Return After Tax,3.83%
Weighted Monthly Payment (30 years),"8,386.05"
Weighted Cost (should be ~0),-0.72
Weighted Investment Profit,"901,201.84"
Weighted Calculation Converged,Yes
