Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.75
Loan Term (months),120
Inflation Rate (%),1.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,120
Total Mortgage Interest,145963.68
Extraction Timestamp,20250727_183025
Monthly Income,"12,000.00"
Total Investment Amount,"214,519.17"
Total Investment Final Value,"301,831.77"
Total Investment Profit After Tax,"41,368.01"
Effective Annual Return After Tax,2.99%
Weighted Monthly Payment (30 years),"7,571.29"
Weighted Cost (should be ~0),-0.85
Weighted Investment Profit,"225,479.99"
Weighted Calculation Converged,Yes
