Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),4.0
Loan Term (months),252
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,252
Total Mortgage Interest,459724.85
Extraction Timestamp,20250727_184233
Monthly Income,"12,000.00"
Total Investment Amount,"1,426,495.47"
Total Investment Final Value,"3,105,333.06"
Total Investment Profit After Tax,"873,658.99"
Effective Annual Return After Tax,3.29%
Weighted Monthly Payment (30 years),"7,209.39"
Weighted Cost (should be ~0),0.45
Weighted Investment Profit,"597,504.98"
Weighted Calculation Converged,Yes
