Parameter,Value
Loan Type,משתנה צמודה
Interest Rate (%),2.25
Loan Term (months),180
Inflation Rate (%),1.2
Loan Amount,1000000
Channel,משתנה צמודה כל 5
Amortization Method,קרן שווה
Total Monthly Payments,180
Total Mortgage Interest,180459.44
Extraction Timestamp,20250727_223514
Monthly Income,"12,000.00"
Total Investment Amount,"883,391.67"
Total Investment Final Value,"1,543,662.30"
Total Investment Profit After Tax,"327,792.98"
Effective Annual Return After Tax,3.28%
Weighted Monthly Payment (30 years),"6,515.89"
Weighted Cost (should be ~0),-0.74
Weighted Investment Profit,"276,607.59"
Weighted Calculation Converged,Yes
