Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),2.0
Loan Term (months),312
Inflation Rate (%),2.8
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,312
Total Mortgage Interest,337986.47
Extraction Timestamp,20250727_180034
Monthly Income,"12,000.00"
Total Investment Amount,"1,933,933.98"
Total Investment Final Value,"5,722,417.72"
Total Investment Profit After Tax,"2,066,083.47"
Effective Annual Return After Tax,3.75%
Weighted Monthly Payment (30 years),"6,621.93"
Weighted Cost (should be ~0),0.75
Weighted Investment Profit,"810,066.76"
Weighted Calculation Converged,Yes
