Parameter,Value
Loan Type,זכאות
Interest Rate (%),2.0
Loan Term (months),348
Inflation Rate (%),2.5
Loan Amount,1000000
Channel,זכאות
Amortization Method,קרן שווה
Total Monthly Payments,348
Total Mortgage Interest,376384.71
Extraction Timestamp,20250727_173359
Monthly Income,"12,000.00"
Total Investment Amount,"2,330,112.54"
Total Investment Final Value,"7,843,349.50"
Total Investment Profit After Tax,"3,071,675.76"
Effective Annual Return After Tax,3.77%
Weighted Monthly Payment (30 years),"6,256.99"
Weighted Cost (should be ~0),-0.88
Weighted Investment Profit,"845,886.58"
Weighted Calculation Converged,Yes
