Parameter,Value
Loan Type,קבועה צמודה
Interest Rate (%),3.5
Loan Term (months),228
Inflation Rate (%),3.2
Loan Amount,1000000
Channel,קבועה צמודה
Amortization Method,קרן שווה
Total Monthly Payments,228
Total Mortgage Interest,413948.10
Extraction Timestamp,20250727_180251
Monthly Income,"12,000.00"
Total Investment Amount,"944,591.63"
Total Investment Final Value,"2,019,213.28"
Total Investment Profit After Tax,"554,024.65"
Effective Annual Return After Tax,3.56%
Weighted Monthly Payment (30 years),"8,300.17"
Weighted Cost (should be ~0),0.14
Weighted Investment Profit,"791,408.51"
Weighted Calculation Converged,Yes
